label,android.permission.INTERNET,android.permission.READ_SMS,android.permission.RECEIVE_SMS,android.permission.READ_CONTACTS,android.permission.SYSTEM_ALERT_WINDOW,android.permission.REQUEST_INSTALL_PACKAGES,android.permission.ACCESS_FINE_LOCATION,android.permission.CAMERA,android.permission.RECORD_AUDIO,android.permission.GET_ACCOUNTS,api_telephony_getDeviceId,api_sms_sendTextMessage,api_crypto_Cipher,api_reflection_Class_forName,api_net_HttpURLConnection,app_size_mb,min_sdk,target_sdk,cert_age_days,is_debuggable,obfuscation_score,background_service_score,network_call_freq,screen_overlay_score,sms_trigger_score
1,1,1,1,1,1,1,0,1,1,0,0.5168,0.8477,0.7541,0.6508,0.6084,3.68,21,30,16,0,0.71,0.9136,0.9232,0.7345,0.8661
1,1,1,1,1,1,1,1,1,1,1,0.9042,0.5267,0.954,0.9111,0.91,2.51,19,29,15,0,0.72,0.6516,0.977,0.9684,0.6987
1,0,1,1,1,1,0,1,0,1,0,0.9042,0.8644,0.8606,0.6575,0.9727,9.04,22,28,21,0,0.8,0.6004,0.7421,0.9871,0.7587
0,0,0,0,0,0,0,0,0,0,1,0.2958,0.1143,0.2161,0.2403,0.1658,21.34,24,31,1482,0,0.28,0.1716,0.2929,0.0123,0.1547
1,1,0,1,0,1,0,1,1,0,1,0.8,0.5269,0.9131,0.6114,0.8952,13.6,21,28,28,0,0.79,0.795,0.9006,0.9076,0.663
1,0,1,1,0,1,1,0,1,1,1,0.8952,0.7302,0.8133,0.9568,0.6868,14.75,22,28,30,1,0.89,0.9292,0.6846,0.9474,0.8994
1,1,1,1,0,1,0,1,1,1,0,0.8283,0.8312,0.5806,0.5978,0.8654,13.09,20,30,25,1,0.72,0.617,0.9249,0.7901,0.8218
1,1,1,1,1,1,0,1,1,1,1,0.9088,0.6621,0.8212,0.6656,0.9683,8.97,19,30,9,0,1.0,0.9744,0.7543,0.8423,0.8786
1,0,1,1,0,1,0,1,1,1,1,0.8822,0.4661,0.5194,0.4417,0.8854,6.64,19,30,9,0,0.84,0.7096,0.7029,0.7076,0.9263
1,1,1,1,1,1,1,1,1,0,1,0.8686,0.436,0.6328,0.4906,0.677,7.06,20,28,9,0,0.92,0.9271,0.9686,0.6968,0.99
0,1,0,1,0,0,0,0,0,0,1,0.1828,0.1954,0.051,0.184,0.1251,148.63,22,31,1407,0,0.23,0.2708,0.1393,0.2659,0.0371
0,1,0,0,0,0,0,0,0,0,0,0.1935,0.0544,0.1041,0.1833,0.2143,99.53,23,33,892,0,0.22,0.0543,0.0729,0.2072,0.2395
0,1,1,0,0,0,0,0,0,0,0,0.221,0.2573,0.2543,0.197,0.0945,38.66,22,32,1751,0,0.05,0.0541,0.0837,0.0224,0.298
0,1,0,0,1,0,1,0,0,0,0,0.0139,0.0931,0.2856,0.1896,0.0172,20.28,22,34,741,0,0.07,0.1544,0.0362,0.122,0.1572
0,1,0,0,0,0,0,1,0,1,0,0.1419,0.0797,0.1587,0.1864,0.1318,105.33,23,31,570,0,0.12,0.1325,0.1634,0.0691,0.0266
0,1,0,0,0,0,0,0,0,0,0,0.1482,0.0626,0.1339,0.1137,0.2615,58.15,22,33,1493,0,0.26,0.2686,0.2194,0.2771,0.2476
1,0,1,1,1,1,1,1,1,0,1,0.4445,0.8225,0.8295,0.9817,0.7793,14.8,22,28,28,0,0.8,0.8892,0.7871,0.7813,0.8838
0,1,0,0,1,0,0,0,1,0,0,0.2074,0.1472,0.1776,0.1368,0.1227,117.24,21,32,1470,0,0.3,0.2574,0.0273,0.2928,0.0874
1,1,1,1,1,1,0,0,0,0,1,0.5928,0.654,0.9468,0.8125,0.9325,1.3,22,28,18,0,0.91,0.9943,0.8754,0.7619,0.8629
0,1,0,0,0,0,0,0,1,0,1,0.2497,0.1918,0.1789,0.0403,0.0432,33.09,21,32,1689,0,0.04,0.1376,0.1824,0.2725,0.2951
1,0,1,1,1,1,1,1,0,1,1,0.7588,0.8245,0.9501,0.5887,0.9376,6.59,19,29,15,0,0.74,0.6526,0.9327,0.8978,0.6749
0,1,0,0,0,0,0,0,0,0,1,0.2784,0.0009,0.1015,0.1285,0.1514,56.83,26,34,377,0,0.36,0.2106,0.2468,0.0501,0.0236
1,1,1,1,0,1,1,0,1,1,0,0.7247,0.8206,0.793,0.9638,0.5131,1.23,19,29,13,0,0.73,0.6106,0.6199,0.9494,0.6612
0,1,1,0,0,0,0,0,1,0,0,0.0016,0.0663,0.1416,0.0793,0.241,23.97,24,33,1132,0,0.19,0.1547,0.0231,0.1628,0.0924
1,0,1,1,0,1,0,0,1,1,1,0.9125,0.4975,0.5468,0.9412,0.6479,8.41,19,30,13,0,0.71,0.6847,0.8021,0.9287,0.8538
0,1,0,0,1,0,0,0,0,0,0,0.1002,0.1156,0.0581,0.2787,0.2221,90.55,26,31,1046,0,0.05,0.1087,0.1361,0.2096,0.2492
1,1,0,1,1,1,1,1,1,0,1,0.4256,0.7705,0.6115,0.6286,0.8866,8.66,23,29,3,0,0.97,0.7425,0.6628,0.755,0.9736
1,0,1,1,1,1,0,1,1,1,1,0.839,0.5907,0.6197,0.5552,0.4604,3.08,21,29,24,0,0.79,0.7153,0.8121,0.9334,0.6886
0,1,0,0,0,0,0,0,0,0,0,0.208,0.2224,0.01,0.1515,0.2801,100.41,22,33,368,0,0.35,0.0727,0.0255,0.2017,0.2829
0,1,0,0,0,0,0,0,1,0,0,0.1461,0.2052,0.1463,0.1936,0.2068,122.44,22,31,1478,0,0.04,0.2153,0.1998,0.2833,0.0531
1,1,1,1,1,0,0,0,1,1,0,0.9321,0.4163,0.7935,0.715,0.8874,6.91,20,28,26,1,0.73,0.9198,0.999,0.9363,0.8679
0,1,1,0,0,0,1,0,1,0,0,0.0009,0.209,0.0052,0.1768,0.1635,75.33,22,33,1181,0,0.21,0.0753,0.1526,0.139,0.0618
0,1,0,0,0,0,0,0,0,1,0,0.2896,0.1069,0.1019,0.2819,0.1641,103.61,24,34,1863,0,0.04,0.0252,0.2285,0.2586,0.0948
0,1,0,0,0,0,0,0,0,0,0,0.1883,0.0778,0.1362,0.0489,0.0782,54.4,22,31,1251,0,0.39,0.0156,0.1482,0.3,0.0478
1,0,1,1,0,1,0,1,1,0,1,0.4489,0.9821,0.7697,0.6711,0.4179,1.31,19,30,1,0,0.82,0.731,0.864,0.9502,0.8516
1,1,1,1,1,1,1,0,1,0,0,0.661,0.9838,0.4247,0.8927,0.5178,8.57,19,29,9,0,0.86,0.9539,0.9511,0.9271,0.6351
1,0,1,1,1,1,0,1,1,0,1,0.8536,0.6063,0.8399,0.7579,0.5323,1.05,22,29,21,0,0.93,0.692,0.8409,0.6541,0.9717
1,1,1,1,1,1,1,1,1,1,1,0.97,0.6717,0.4032,0.5461,0.7618,10.08,23,28,14,0,0.78,0.6942,0.6751,0.709,0.6972
1,1,1,1,1,1,1,0,0,0,1,0.8287,0.853,0.9932,0.6414,0.5643,5.26,21,30,21,0,0.93,0.602,0.8036,0.8821,0.8026
0,1,0,0,0,0,0,0,0,0,0,0.2389,0.2413,0.1717,0.1214,0.052,68.61,22,33,628,0,0.07,0.2645,0.0721,0.21,0.2576
1,1,1,1,0,1,0,1,0,1,0,0.589,0.5858,0.9917,0.8411,0.8964,9.78,21,30,24,0,0.84,0.6618,0.6554,0.8345,0.9854
0,1,0,0,0,0,0,0,0,0,0,0.1368,0.2073,0.1979,0.0955,0.1604,113.12,23,34,1842,0,0.3,0.2083,0.2932,0.1428,0.0701
1,0,1,1,0,1,0,0,0,1,0,0.5466,0.5618,0.6423,0.7272,0.407,8.79,20,29,19,1,0.91,0.7912,0.7754,0.8611,0.7865
0,1,0,0,1,0,0,1,0,0,0,0.2023,0.1329,0.239,0.2956,0.0242,55.61,23,34,1319,0,0.05,0.0904,0.2008,0.076,0.2073
1,0,1,1,1,1,0,1,1,1,0,0.8416,0.7176,0.4494,0.824,0.9223,7.07,22,29,23,0,0.85,0.9585,0.769,0.767,0.921
1,0,1,1,1,1,1,1,1,0,1,0.5908,0.6718,0.5248,0.7938,0.8092,9.95,21,29,27,1,0.8,0.8294,0.751,0.9053,0.6568
0,1,1,0,1,0,0,1,0,0,0,0.2479,0.1009,0.0918,0.2004,0.0825,56.38,26,31,953,0,0.18,0.2304,0.0453,0.272,0.217
1,1,1,1,0,1,0,1,1,1,1,0.7405,0.5312,0.6031,0.4474,0.8839,1.41,23,28,1,0,0.8,0.71,0.9977,0.9804,0.6761
0,1,0,0,1,0,0,0,0,1,0,0.1049,0.2385,0.0586,0.0624,0.1255,106.85,24,34,604,0,0.37,0.1007,0.224,0.1348,0.2272
0,1,0,0,0,0,0,0,1,0,0,0.1814,0.1938,0.1679,0.1883,0.1615,80.11,23,33,1011,0,0.15,0.0148,0.1702,0.2285,0.154
0,1,0,0,0,0,0,0,0,0,0,0.0718,0.0697,0.0924,0.1015,0.1608,27.25,25,34,1723,0,0.34,0.1005,0.2436,0.0826,0.2151
1,1,1,1,1,1,0,1,0,1,0,0.7523,0.677,0.6704,0.4551,0.9659,9.39,20,30,13,1,0.86,0.9685,0.6132,0.648,0.8718
0,1,0,0,1,0,0,0,0,0,1,0.1085,0.2969,0.2242,0.1536,0.2177,146.54,26,32,1146,0,0.05,0.0672,0.2833,0.2077,0.0139
1,1,1,1,1,1,0,0,1,0,0,0.4801,0.608,0.7654,0.6403,0.868,11.27,21,29,26,0,0.95,0.6169,0.6168,0.6574,0.94
0,1,0,0,0,0,0,0,0,0,0,0.288,0.0188,0.2731,0.0136,0.1148,65.69,21,34,1781,0,0.39,0.1731,0.254,0.0885,0.1371
1,1,1,1,1,0,1,1,1,1,1,0.5144,0.6447,0.5505,0.7911,0.4229,9.09,20,30,20,0,0.82,0.7158,0.7499,0.8737,0.6268
0,1,0,1,1,0,0,0,0,0,0,0.1603,0.225,0.2544,0.1225,0.2368,96.21,26,32,1947,0,0.37,0.0633,0.0267,0.1933,0.1924
1,0,1,1,1,1,1,1,1,1,1,0.534,0.601,0.717,0.8427,0.5293,7.68,23,28,24,0,0.85,0.9026,0.9985,0.6426,0.9112
0,0,0,0,0,0,0,1,0,0,0,0.2474,0.2733,0.2839,0.1186,0.0189,141.09,21,34,1200,0,0.39,0.0526,0.1326,0.1007,0.2675
0,1,0,0,1,0,0,0,0,1,0,0.167,0.0512,0.0561,0.2794,0.1512,123.6,23,33,1772,0,0.1,0.2805,0.0892,0.0629,0.0559
0,1,0,0,0,1,0,0,0,0,0,0.2207,0.1426,0.2503,0.1252,0.0589,115.99,22,34,1817,0,0.2,0.2996,0.2012,0.1019,0.0712
0,0,0,0,0,0,0,0,0,0,0,0.2097,0.0627,0.0133,0.2274,0.0786,81.35,21,32,1683,0,0.09,0.0886,0.1265,0.1877,0.237
0,1,0,0,1,0,0,0,0,0,0,0.0148,0.1959,0.1797,0.2918,0.0544,50.54,24,32,1262,0,0.06,0.2715,0.0605,0.1953,0.2063
0,0,0,0,1,0,0,0,0,0,0,0.1037,0.2606,0.217,0.1147,0.228,70.53,22,31,1240,0,0.32,0.2771,0.1402,0.2965,0.0305
0,1,0,0,1,0,0,0,0,1,1,0.2541,0.1258,0.2567,0.2985,0.1831,91.73,23,33,1470,0,0.22,0.1658,0.0807,0.1755,0.1044
0,1,0,1,1,0,0,1,1,0,0,0.0537,0.14,0.2549,0.2121,0.0662,105.62,24,34,1199,0,0.04,0.2211,0.0783,0.2119,0.1102
1,0,1,1,0,1,1,0,1,1,1,0.9229,0.4874,0.9641,0.4698,0.9571,4.39,20,28,28,0,0.92,0.6649,0.7608,0.9995,0.9128
0,1,0,0,0,0,0,0,0,0,0,0.1502,0.0447,0.2299,0.2457,0.0582,15.37,25,33,501,0,0.4,0.2118,0.2934,0.1597,0.2037
0,1,1,0,0,1,0,0,1,0,0,0.2703,0.2689,0.2146,0.2703,0.0137,88.07,24,31,625,0,0.1,0.1641,0.2511,0.2254,0.1672
0,1,1,1,0,0,0,0,0,0,0,0.193,0.0342,0.0595,0.1801,0.0339,103.93,22,33,785,0,0.24,0.2078,0.1114,0.0501,0.2997
0,1,0,0,0,0,0,0,0,1,0,0.0715,0.2667,0.227,0.2183,0.0983,49.84,25,31,1495,0,0.34,0.0297,0.0489,0.1398,0.2629
0,1,0,0,0,0,0,0,0,0,0,0.2325,0.2484,0.2879,0.0034,0.1458,99.86,23,33,757,0,0.36,0.1013,0.0306,0.0296,0.2308
0,1,0,0,0,0,0,0,0,0,0,0.2875,0.1376,0.251,0.2108,0.2136,89.42,22,31,877,0,0.32,0.2033,0.1847,0.0891,0.1345
0,1,0,0,0,0,1,0,0,1,0,0.0563,0.0311,0.1066,0.081,0.0032,46.43,26,34,1792,0,0.31,0.2859,0.2098,0.1624,0.1689
0,1,0,0,0,0,0,1,0,0,0,0.2147,0.1933,0.285,0.2238,0.2393,117.47,25,32,836,0,0.34,0.0253,0.0288,0.0248,0.1905
1,1,1,0,1,1,0,0,1,1,0,0.464,0.6612,0.8764,0.7966,0.4905,4.96,22,29,0,1,0.99,0.7669,0.9083,0.9366,0.7254
0,0,0,0,1,0,0,0,0,0,0,0.2604,0.2927,0.0329,0.1617,0.1668,136.03,26,33,1995,0,0.4,0.2505,0.0817,0.0043,0.0617
1,1,1,1,1,1,0,0,0,1,0,0.6323,0.8312,0.4214,0.8171,0.4849,13.03,22,29,24,0,0.74,0.7707,0.8809,0.8828,0.9474
0,1,1,0,0,0,0,0,0,0,0,0.0045,0.2989,0.0685,0.0231,0.0846,114.97,23,33,1159,0,0.26,0.1208,0.2253,0.2818,0.2752
0,1,0,0,1,0,0,0,0,0,0,0.1596,0.0384,0.0985,0.1298,0.1199,21.05,24,33,915,0,0.15,0.0918,0.0628,0.2965,0.016
0,1,0,0,0,0,0,1,1,1,0,0.0644,0.0831,0.1535,0.1663,0.1899,99.43,21,31,719,0,0.24,0.1273,0.0861,0.1797,0.005
0,1,0,1,0,0,0,0,0,0,1,0.2577,0.1545,0.1785,0.1211,0.1368,84.92,26,31,798,0,0.29,0.1955,0.2258,0.2742,0.0563
0,1,0,0,0,0,0,1,0,1,0,0.1111,0.0823,0.2956,0.1073,0.078,106.68,25,34,381,0,0.15,0.2176,0.1679,0.2659,0.1321
1,1,1,0,0,1,1,1,1,1,1,0.9811,0.5834,0.9272,0.6667,0.9635,4.54,19,29,2,1,0.96,0.798,0.7708,0.8714,0.9595
0,1,0,0,0,1,1,0,0,0,0,0.009,0.1884,0.1642,0.255,0.0067,124.77,25,34,1125,0,0.24,0.2908,0.2755,0.2058,0.1934
1,1,1,1,1,1,0,1,1,1,1,0.9977,0.7198,0.423,0.8342,0.8113,4.29,19,28,13,0,0.97,0.8228,0.7935,0.6542,0.7162
0,1,0,1,0,0,0,0,0,0,0,0.068,0.0925,0.0854,0.2857,0.1054,22.05,25,33,1728,0,0.24,0.0553,0.0618,0.1096,0.2271
1,0,1,1,0,1,1,1,0,1,1,0.4147,0.5984,0.4918,0.5752,0.4777,2.0,20,28,6,1,0.83,0.796,0.7816,0.808,0.99
0,1,0,0,1,0,0,1,0,1,0,0.2597,0.1696,0.2789,0.1368,0.1866,121.46,24,32,1233,0,0.2,0.2145,0.0704,0.2037,0.19
0,1,0,0,0,0,0,0,0,0,1,0.1325,0.2489,0.1772,0.2829,0.2962,145.99,25,34,1188,0,0.1,0.088,0.0312,0.2068,0.1034
0,1,0,0,0,1,1,0,0,1,1,0.1544,0.1527,0.0306,0.2799,0.1038,28.0,23,32,954,0,0.16,0.0126,0.231,0.2876,0.1921
0,1,0,0,0,0,0,0,0,0,0,0.0225,0.0594,0.0533,0.0056,0.1382,128.33,22,32,406,0,0.31,0.1853,0.2025,0.2071,0.1044
0,1,0,0,0,0,0,1,0,0,0,0.0781,0.001,0.0462,0.0854,0.0963,123.75,26,34,1661,0,0.26,0.0486,0.1937,0.2313,0.0387
1,1,1,1,0,1,1,1,1,0,0,0.7701,0.9992,0.8713,0.8509,0.6588,1.54,20,28,10,0,0.79,0.9203,0.9414,0.9494,0.7662
0,1,0,0,0,0,0,0,0,0,0,0.1819,0.0135,0.117,0.2149,0.1842,96.23,22,34,597,0,0.01,0.2744,0.0747,0.1641,0.0028
1,1,0,0,1,0,0,1,1,0,0,0.6272,0.4513,0.4602,0.7332,0.6971,11.74,19,29,30,0,0.75,0.7276,0.7835,0.7678,0.8604
0,1,0,0,0,0,0,0,0,0,0,0.1964,0.0826,0.2676,0.1793,0.1067,67.4,24,31,1993,0,0.28,0.1735,0.1448,0.2057,0.0039
1,1,1,1,1,1,1,0,1,1,1,0.745,0.4492,0.9268,0.5476,0.8812,5.27,23,28,6,0,0.78,0.7257,0.7622,0.7946,0.7601
0,1,0,1,0,0,0,1,0,1,0,0.1651,0.1423,0.0418,0.088,0.0709,122.98,22,33,1927,0,0.06,0.1304,0.0417,0.0288,0.1785
1,1,1,0,1,1,1,0,1,0,1,0.9817,0.5485,0.9176,0.4011,0.7788,6.56,22,29,0,0,0.83,0.6664,0.7033,0.7001,0.8826
1,0,1,0,1,1,1,0,1,0,0,0.8261,0.7675,0.6583,0.4744,0.6132,10.07,21,29,23,0,0.84,0.7508,0.979,0.9732,0.886
0,1,1,0,0,0,0,0,0,0,0,0.248,0.053,0.1729,0.228,0.0096,34.86,26,34,916,0,0.12,0.2862,0.0367,0.0315,0.0874
0,0,0,0,0,0,0,0,1,0,0,0.147,0.1341,0.1401,0.0362,0.1383,26.64,21,31,1807,0,0.38,0.2783,0.1197,0.1516,0.1872
1,1,1,1,0,1,1,0,1,0,1,0.9957,0.9517,0.7205,0.5443,0.4924,14.68,23,29,29,0,1.0,0.8953,0.9871,0.7753,0.6034
0,1,0,1,0,1,0,0,0,0,0,0.1208,0.0455,0.0548,0.1008,0.0529,16.25,24,33,1354,0,0.2,0.1072,0.0505,0.2562,0.0771
1,0,1,1,1,1,0,0,1,0,1,0.5743,0.5589,0.946,0.5249,0.6656,2.65,21,29,10,0,0.74,0.712,0.9192,0.8288,0.9511
1,1,1,1,1,0,1,0,0,1,1,0.9071,0.5646,0.7377,0.7631,0.8632,2.58,21,30,8,0,0.73,0.8739,0.9068,0.9512,0.6889
0,1,0,1,0,0,0,0,0,1,0,0.1087,0.0712,0.2532,0.0571,0.0519,95.72,25,32,1183,0,0.32,0.2953,0.013,0.2108,0.1519
0,1,0,0,0,0,0,0,1,0,0,0.2852,0.145,0.2123,0.2006,0.1463,41.81,24,31,643,0,0.11,0.13,0.0581,0.2598,0.0737
1,0,1,1,0,0,1,0,0,1,1,0.4557,0.4794,0.9357,0.4443,0.9275,1.56,20,30,10,0,0.89,0.9154,0.9389,0.8059,0.707
0,1,1,0,0,0,0,0,0,0,0,0.0288,0.2318,0.1093,0.1078,0.2708,82.64,26,33,576,0,0.06,0.2723,0.1511,0.2727,0.1224
1,0,1,1,1,1,1,0,1,0,1,0.7268,0.9311,0.8764,0.5141,0.8041,10.78,21,29,23,0,0.78,0.6477,0.7273,0.7545,0.7515
0,1,1,0,0,0,0,0,0,0,0,0.0885,0.1636,0.1592,0.0927,0.0836,133.25,24,31,466,0,0.3,0.268,0.1979,0.2523,0.279
0,0,0,0,0,0,0,0,1,0,0,0.2006,0.1207,0.0852,0.1849,0.1336,75.77,23,33,1682,0,0.13,0.1563,0.0082,0.2529,0.1023
0,0,0,0,0,0,0,0,0,0,0,0.1905,0.1904,0.0961,0.1753,0.1381,57.31,25,31,660,0,0.31,0.1,0.294,0.2906,0.2388
1,0,1,1,0,1,0,1,0,1,1,0.7588,0.4597,0.7054,0.5998,0.5634,9.78,21,28,11,0,0.95,0.7088,0.6128,0.9087,0.7683
0,0,1,1,0,0,0,0,0,0,0,0.2138,0.2347,0.1874,0.2292,0.2869,31.47,25,32,1728,0,0.3,0.2196,0.093,0.0206,0.1785
0,1,0,0,0,0,0,0,0,0,0,0.2365,0.1504,0.2921,0.1462,0.1335,44.57,22,34,962,0,0.1,0.2658,0.2299,0.1326,0.1592
0,1,1,0,0,0,0,0,0,0,0,0.1304,0.0758,0.2024,0.1211,0.2955,129.68,26,32,752,0,0.23,0.2625,0.1637,0.1947,0.2912
0,1,0,0,0,0,0,1,0,0,0,0.2307,0.0191,0.1889,0.2009,0.2482,51.69,23,34,1715,0,0.26,0.0362,0.2729,0.0184,0.0992
1,1,0,1,1,1,1,0,1,1,1,0.9929,0.6299,0.9623,0.9856,0.7299,6.87,23,29,29,0,0.75,0.9426,0.9381,0.7671,0.7508
1,1,0,1,1,1,1,1,0,0,1,0.8969,0.8669,0.835,0.5632,0.68,10.08,22,28,16,0,0.76,0.9775,0.8684,0.9032,0.8633
1,0,1,1,1,1,1,0,1,1,0,0.849,0.9299,0.6151,0.7559,0.8471,2.01,20,28,22,1,0.79,0.9316,0.9565,0.6228,0.7294
1,0,1,1,0,1,1,1,0,0,1,0.9794,0.4839,0.7926,0.8338,0.9933,14.85,21,30,18,0,0.97,0.7357,0.7599,0.69,0.7742
1,1,1,0,1,1,0,1,1,1,0,0.5734,0.7202,0.7706,0.5952,0.9316,9.01,19,28,4,1,0.99,0.8279,0.7931,0.6422,0.8298
0,1,0,1,1,1,0,0,0,1,0,0.0871,0.0076,0.2141,0.0091,0.1672,109.66,21,34,1423,0,0.06,0.0909,0.1669,0.1323,0.1167
1,1,1,1,1,1,1,1,1,0,0,0.6883,0.9163,0.9393,0.4144,0.9238,12.76,22,30,25,0,0.91,0.7518,0.9342,0.9719,0.8314
1,0,1,1,1,1,1,0,1,0,1,0.6492,0.6406,0.8264,0.8207,0.4927,6.49,19,30,28,0,0.95,0.7547,0.8103,0.8426,0.917
0,1,0,1,0,0,0,0,1,0,0,0.2377,0.1668,0.1528,0.115,0.0025,148.21,21,34,910,0,0.28,0.2249,0.2361,0.2372,0.2508
1,1,1,1,1,1,1,1,1,1,0,0.6023,0.4026,0.8175,0.6908,0.8237,7.71,21,30,29,0,0.85,0.687,0.7992,0.9069,0.754
1,1,1,1,1,1,1,1,0,1,1,0.5501,0.4207,0.452,0.8543,0.965,11.75,21,30,8,0,0.95,0.8468,0.6448,0.8839,0.9315
1,1,1,1,0,1,0,1,1,1,0,0.4267,0.8228,0.585,0.9083,0.5063,9.51,20,29,29,0,0.98,0.8262,0.7488,0.8523,0.6384
0,0,0,1,0,0,0,1,0,0,0,0.1943,0.1165,0.2357,0.2181,0.0281,92.38,22,33,1967,0,0.11,0.0297,0.1718,0.0416,0.2098
1,1,1,1,1,1,0,1,1,1,1,0.848,0.8072,0.752,0.9982,0.4943,4.69,19,29,22,0,0.77,0.642,0.9639,0.7459,0.8055
0,1,0,0,0,0,0,0,0,0,0,0.1173,0.0256,0.0379,0.0456,0.0494,100.79,23,31,902,0,0.03,0.1325,0.0332,0.2737,0.1031
1,1,1,1,1,1,1,1,1,0,1,0.5554,0.4667,0.9269,0.943,0.7611,10.18,22,30,16,1,0.94,0.6272,0.9857,0.82,0.9721
1,0,1,1,1,0,0,1,0,1,0,0.9304,0.5044,0.8054,0.7842,0.8565,11.2,21,28,2,0,0.72,0.9638,0.8092,0.7698,0.7185
1,1,1,1,1,1,1,1,0,1,1,0.5971,0.5725,0.8983,0.6631,0.5251,13.65,23,29,0,1,0.75,0.9321,0.6847,0.7607,0.6439
1,0,1,1,1,1,1,0,1,1,0,0.8702,0.789,0.712,0.5551,0.7556,12.4,20,29,27,1,0.77,0.9527,0.8143,0.6033,0.6856
0,1,0,0,0,0,0,0,0,0,0,0.0166,0.1728,0.2318,0.0836,0.1665,21.53,23,34,538,0,0.13,0.0543,0.2949,0.1465,0.0526
0,1,1,1,0,0,0,0,0,0,0,0.199,0.1972,0.0695,0.27,0.0259,46.79,24,34,1292,0,0.14,0.1899,0.0588,0.1811,0.0188
0,1,0,0,1,0,0,0,0,0,0,0.1099,0.1132,0.1984,0.1104,0.1177,93.49,26,31,1598,0,0.39,0.1201,0.2349,0.0785,0.1506
1,1,1,0,1,1,1,0,1,0,0,0.4293,0.7655,0.8638,0.7629,0.4302,4.22,20,28,14,0,0.87,0.7889,0.7421,0.793,0.9795
0,1,0,0,0,0,0,1,0,0,0,0.1898,0.1109,0.1552,0.1242,0.0546,94.23,22,32,1659,0,0.27,0.1271,0.2486,0.123,0.0121
0,1,0,0,0,0,0,1,0,0,0,0.0319,0.1756,0.0222,0.2783,0.0113,129.91,25,32,1741,0,0.4,0.1625,0.1677,0.2917,0.2582
1,1,1,1,0,1,0,1,0,1,0,0.5016,0.6072,0.4709,0.6403,0.6625,4.67,22,28,10,1,0.85,0.8881,0.6839,0.9777,0.7268
0,1,0,0,0,0,0,1,0,0,0,0.2512,0.0078,0.205,0.0689,0.0046,140.88,21,32,1260,0,0.19,0.1284,0.112,0.2879,0.2433
0,1,0,1,1,0,0,0,0,0,0,0.1499,0.2401,0.2799,0.0151,0.0195,141.22,26,31,1677,0,0.26,0.1284,0.0209,0.0389,0.2408
0,0,1,0,0,0,0,1,0,0,0,0.1475,0.1506,0.0535,0.1589,0.2942,75.71,23,31,774,0,0.37,0.0795,0.2645,0.0937,0.0483
0,1,0,0,0,0,0,0,0,0,0,0.0018,0.0423,0.0147,0.2959,0.1924,136.61,25,34,532,0,0.25,0.1717,0.1422,0.1678,0.0023
1,1,1,1,1,1,1,0,0,1,0,0.5222,0.5433,0.494,0.831,0.5461,12.79,19,30,2,0,0.84,0.7452,0.7953,0.7815,0.8822
0,1,0,0,0,0,0,0,0,0,0,0.2875,0.0777,0.0427,0.0069,0.2463,70.93,26,33,1609,0,0.1,0.2376,0.1888,0.2978,0.277
0,1,0,0,0,0,0,0,1,0,1,0.075,0.1624,0.1442,0.1468,0.0832,66.48,23,34,1154,0,0.28,0.1572,0.183,0.0458,0.0806
1,0,1,0,0,1,0,0,1,1,1,0.4375,0.8361,0.848,0.7987,0.8229,3.69,19,29,8,0,0.9,0.8599,0.633,0.7066,0.8722
1,1,1,1,1,1,1,0,0,1,1,0.7056,0.9317,0.7297,0.7541,0.7522,8.39,20,30,24,0,0.92,0.862,0.6277,0.7094,0.8857
0,1,0,0,0,0,0,0,1,0,1,0.1541,0.1788,0.0811,0.0912,0.0326,39.9,22,31,1747,0,0.12,0.0688,0.2224,0.1707,0.204
1,1,1,1,0,1,1,1,1,1,0,0.8781,0.78,0.9467,0.7699,0.5436,4.07,21,30,12,0,0.91,0.7997,0.9582,0.9787,0.7042
1,0,1,1,1,1,1,0,0,1,0,0.7579,0.7424,0.5456,0.6183,0.416,12.88,23,29,10,0,0.76,0.9256,0.7265,0.9654,0.9301
1,0,1,1,1,1,1,1,0,1,1,0.5149,0.9891,0.7036,0.4832,0.4767,8.47,19,28,9,0,0.88,0.9533,0.6718,0.9146,0.6113
1,0,1,1,0,1,1,1,0,0,1,0.6439,0.573,0.8376,0.799,0.6336,4.26,23,28,16,1,0.99,0.7162,0.6089,0.9507,0.8357
1,1,0,1,0,1,0,1,0,0,1,0.6469,0.7924,0.4704,0.7067,0.8242,11.25,22,29,24,0,0.95,0.9707,0.9526,0.9231,0.9363
0,1,0,0,0,0,0,0,0,0,0,0.1652,0.0579,0.1203,0.0144,0.1486,48.06,24,34,659,0,0.26,0.1338,0.2214,0.2194,0.1616
1,0,1,1,0,1,1,1,0,1,1,0.6467,0.8123,0.6349,0.7213,0.7722,13.75,19,29,12,0,0.82,0.8902,0.6523,0.9731,0.6683
1,0,1,1,0,1,1,0,1,1,1,0.7629,0.709,0.5058,0.6271,0.8392,5.41,20,29,30,1,0.81,0.9035,0.7916,0.8015,0.778
1,1,1,1,0,1,1,0,1,1,0,0.7391,0.8114,0.812,0.6119,0.7727,7.66,19,28,17,0,0.87,0.8066,0.8007,0.8445,0.7634
1,0,1,1,1,0,0,1,0,0,0,0.4786,0.8671,0.5995,0.6439,0.4724,11.08,21,30,9,0,0.74,0.9309,0.8572,0.8951,0.8371
